City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
67,Bredasdorp,ZA,2021-04-07 17:20:15,-34.5322,20.0403,59.0,94,95,2.3
68,Beitbridge,ZW,2021-04-07 17:20:16,-22.2167,30.0,74.57,42,23,10.54
69,Kodiak,US,2021-04-07 17:20:16,57.79,-152.4072,35.6,64,1,5.75
70,Chifeng,CN,2021-04-07 17:20:16,42.2683,118.9636,43.39,20,3,4.97
71,Rio De Janeiro,BR,2021-04-07 17:20:07,-22.9028,-43.2075,84.2,69,40,16.11
72,Hualmay,PE,2021-04-07 17:20:17,-11.0964,-77.6139,75.31,73,34,9.64
73,Bluff,NZ,2021-04-07 17:20:17,-46.6,168.3333,46.99,95,41,1.01
74,Iqaluit,CA,2021-04-07 17:20:18,63.7506,-68.5145,33.8,80,90,28.77
75,Selma,US,2021-04-07 17:20:18,36.5708,-119.6121,68.0,48,40,3.44
76,Bambous Virieux,MU,2021-04-07 17:20:18,-20.3428,57.7575,81.0,78,75,8.05
77,Upernavik,GL,2021-04-07 17:18:08,72.7868,-56.1549,9.09,84,26,6.06
78,Chokurdakh,RU,2021-04-07 17:20:19,70.6333,147.9167,-17.64,93,100,3.29
79,Busselton,AU,2021-04-07 17:20:19,-33.65,115.3333,60.01,84,90,1.99
80,Axim,GH,2021-04-07 17:20:20,4.8699,-2.2405,84.56,72,49,8.41
81,Castro,BR,2021-04-07 17:20:20,-24.7911,-50.0119,72.52,57,23,8.79
82,Khatanga,RU,2021-04-07 17:20:20,71.9667,102.5,-19.88,100,67,3.4
83,Tosya,TR,2021-04-07 17:20:21,41.0155,34.0401,57.7,43,1,4.5
84,Tirlyanskiy,RU,2021-04-07 17:20:21,54.2109,58.5806,32.95,99,100,1.97
85,Beyneu,KZ,2021-04-07 17:20:22,45.3167,55.2,57.33,37,67,2.89
86,Saint-Philippe,RE,2021-04-07 17:20:22,-21.3585,55.7679,78.8,83,20,4.61
87,Arraial Do Cabo,BR,2021-04-07 17:20:22,-22.9661,-42.0278,80.6,88,75,4.61
88,Bountiful,US,2021-04-07 17:20:23,40.8894,-111.8808,52.0,37,40,10.36
89,Ribeira Grande,PT,2021-04-07 17:20:23,38.5167,-28.7,62.6,82,75,20.71
90,Ramat Yishay,IL,2021-04-07 17:20:23,32.7006,35.1797,69.8,60,0,2.3
91,Atuona,PF,2021-04-07 17:15:55,-9.8,-139.0333,80.67,74,46,16.33
92,Port-Gentil,GA,2021-04-07 17:20:24,-0.7193,8.7815,86.0,79,20,13.8
93,Viedma,AR,2021-04-07 17:20:24,-40.8135,-62.9967,68.99,80,100,8.95
