City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
54,Codrington,AU,59.58,light rain,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
58,Nabire,ID,86.83,overcast clouds,-3.3667,135.4833,Hotel Nusantara Nabire
59,Bud,US,52.0,clear sky,39.446999999999996,-86.1758,Ted McQuinn Trust
60,Toba Tek Singh,PK,78.82,overcast clouds,30.9743,72.4827,Haji Muhammad Ashraf(x Consular)
61,Fare,PF,82.13,overcast clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
62,Port-Gentil,GA,81.18,overcast clouds,-0.7193,8.7815,Fengshui Residence
65,Puerto Escondido,MX,80.6,broken clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
66,Ternate,ID,82.56,scattered clouds,0.8,127.4,Grand Dafam Bela Ternate
67,Gigmoto,PH,82.02,overcast clouds,13.7796,124.39,Cj's Travellers Inn
68,Saint-Joseph,RE,73.4,light rain,-21.3667,55.6167,"""Plantation Bed and Breakfast"
69,Bambous Virieux,MU,77.0,light rain,-20.3428,57.7575,Casa Tia Villa
70,Korla,CN,59.77,clear sky,41.7597,86.1469,Gulisitan Hotel
73,Port Elizabeth,ZA,59.0,few clouds,-33.918,25.5701,39 On Nile Guest House
74,Naze,JP,71.6,light rain,28.3667,129.4833,奄美ポートタワーホテル
75,Ugoofaaru,MV,82.96,broken clouds,5.6667,73.0,Ungoofaaru Inn
76,Katsuura,JP,55.0,scattered clouds,35.1333,140.3,Katsuura Hotel Mikazuki
77,East London,ZA,67.42,clear sky,-33.0153,27.9116,Tu Casa
79,Kieta,PG,82.44,light rain,-6.2167,155.6333,Uruna Bay Retreat
80,Bluff,NZ,61.0,broken clouds,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
81,Saint Augustine,US,73.4,broken clouds,29.8947,-81.3145,St. George Inn
82,Lorengau,PG,83.7,broken clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
83,Omboue,GA,76.59,overcast clouds,-1.5746,9.2618,Hotel Olako
84,Avarua,CK,84.2,few clouds,-21.2078,-159.775,Paradise Inn
86,Makat,KZ,56.75,few clouds,47.6469,53.3463,Umit
88,Kahului,US,80.6,scattered clouds,20.8947,-156.47,Maui Seaside Hotel
90,Ketchikan,US,51.8,clear sky,55.3422,-131.6461,Snows Cove Lodge
93,Hilo,US,80.6,few clouds,19.7297,-155.09,Hilo Hawaiian Hotel
94,Coquimbo,CL,59.0,overcast clouds,-29.9533,-71.3436,Punto de encuentro
97,Lambarene,GA,74.21,overcast clouds,-0.7001,10.2406,Le Refuge
98,Mao,ES,51.8,clear sky,39.8885,4.2658,ARTIEM Capri
101,Nampa,US,57.2,clear sky,43.5407,-116.5635,Nampa Downtown
102,Peniche,PT,61.0,light rain,39.3558,-9.3811,Hotel Star inn Peniche
103,Georgetown,MY,82.4,few clouds,5.4112,100.3354,Cititel Penang
